Kingdom	Phylum	Class	Order	Family	Genus	Species	NA
asv10648	Eukaryota	Alveolata	NA	NA	NA	NA	NA	NA
asv10649	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-15	Dino-Group-II-Clade-15_X	Dino-Group-II-Clade-15_X_sp.
asv10650	Eukaryota	Stramenopiles	Opalozoa	MAST-3	MAST-3D	MAST-3D_X	MAST-3D_XX	MAST-3D_XX_sp.
asv10651	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_X	Stephanoecidae_Group_D_X_sp.
asv10652	Eukaryota	Stramenopiles	Sagenista	MAST-8	MAST-8A	MAST-8A_X	MAST-8A_XX	MAST-8A_XX_sp.
asv10653	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium_sp.
asv10654	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Cryothecomonas-lineage	Cryothecomonas	Cryothecomonas_aestivalis
asv10655	Eukaryota	NA	NA	NA	NA	NA	NA	NA
asv10656	Eukaryota	Stramenopiles	Stramenopiles_X	Stramenopiles_XX	Stramenopiles_XXX	Stramenopiles_XXXX	Stramenopiles_XXXXX	Stramenopiles_XXXXX_sp.
asv10657	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
asv10658	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastigaceae-B	Dolichomastigaceae-B_sp.
asv10659	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
asv10660	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophysiales	Oxyphysiaceae	Phalachroma	Phalacroma_rotundatum
asv10661	Eukaryota	Stramenopiles	Stramenopiles_X	Stramenopiles_XX	Stramenopiles_XXX	Stramenopiles_XXXX	Stramenopiles_XXXXX	Stramenopiles_XXXXX_sp.
asv10662	Eukaryota	Rhizaria	Radiolaria	RAD-C	RAD-C_X	RAD-C_XX	RAD-C_XXX	RAD-C_XXX_sp.
asv10663	Eukaryota	Stramenopiles	Ochrophyta	Phaeophyceae	Phaeophyceae_X	Phaeophyceae_XX	NA	NA
asv10664	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spumellarida-Group-I	Spumellarida-Group-I_X	Spumellarida-Group-I_X_sp.
asv10665	Eukaryota	NA	NA	NA	NA	NA	NA	NA
asv10666	Eukaryota	NA	NA	NA	NA	NA	NA	NA
asv10667	Eukaryota	NA	NA	NA	NA	NA	NA	NA
asv10668	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_pygmaea
asv10669	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-12	Dino-Group-II-Clade-12_X	Dino-Group-II-Clade-12_X_sp.
asv10670	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA
asv10671	Eukaryota	Stramenopiles	Stramenopiles_X	Stramenopiles_XX	Stramenopiles_XXX	Stramenopiles_XXXX	Stramenopiles_XXXXX	Stramenopiles_XXXXX_sp.
asv10672	Eukaryota	NA	NA	NA	NA	NA	NA	NA
asv10673	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-IV	Dino-Group-IV-Hematodinium-Group	Hematodinium	Hematodinium_sp.
asv10674	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
asv10675	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	Gonyaulax_sp.
asv10676	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
asv10677	Eukaryota	Opisthokonta	Metazoa	Urochordata	Urochordata_X	Appendicularia	Appendicularia_X	Appendicularia_X_sp.
asv10678	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	NA	NA
asv10679	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Pinus	Pinus_taeda
asv10680	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-5	Dino-Group-II-Clade-5_X	Dino-Group-II-Clade-5_X_sp.
asv10681	Eukaryota	Rhizaria	Cercozoa	Chlorarachniophyceae	Chlorarachnida	Chlorarachnida_X	Chlorarachnida_XX	Chlorarachnida_XX_sp.
asv10682	Eukaryota	Alveolata	Ciliophora	Nassophorea	Nassophorea_X	Discotrichidae	NA	NA
asv10683	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	Oxytrichidae	NA	NA
asv10684	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
asv10685	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
asv10686	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_heterogrammum
asv10687	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Thoracosphaeraceae_X	Thoracosphaeraceae_X_sp.
asv10688	Eukaryota	Rhizaria	Cercozoa	Phaeodarea	Phaeogromida	Challengeriidae	Challengeron	Challengeron_tizardi
asv10689	Eukaryota	Rhizaria	Cercozoa	Phaeodarea	Phaeogromida	Challengeriidae	Challengeron	Challengeron_tizardi
asv10690	Eukaryota	Rhizaria	Cercozoa	Phaeodarea	Phaeogromida	Challengeriidae	Challengeron	Challengeron_tizardi
asv10691	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Picea	Picea_morrisonicola
asv10692	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
asv10693	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	NA	NA	NA
asv10694	Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	NA	NA
asv10695	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Attheya	Attheya_septentrionalis
asv10696	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
asv10697	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	NA	NA	NA
asv10698	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-12	Dino-Group-II-Clade-12_X	Dino-Group-II-Clade-12_X_sp.
asv10699	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_M	Monosigidae_Group_M_X	Monosigidae_Group_M_X_sp.
asv10700	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_helveticum
asv10701	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-5	Dino-Group-I-Clade-5_X	Dino-Group-I-Clade-5_X_sp.
asv10702	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Pinus	Pinus_taeda
asv10703	Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	NA	NA
asv10704	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Pinus	NA
asv10705	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-6	Dino-Group-II-Clade-6_X	Dino-Group-II-Clade-6_X_sp.
asv10706	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
asv10707	Eukaryota	Hacrobia	Picozoa	Picozoa_X	Picozoa_XX	Picozoa_XXX	Picozoa_XXXX	Picozoa_XXXX_sp.
asv10708	Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	Suctoria	Ephelotidae	Ephelota	Ephelota_mammillata
asv10709	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_heterogrammum
asv10710	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
asv10711	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Naviculales	Naviculales_sp.
asv10712	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-12	Dino-Group-II-Clade-12_X	Dino-Group-II-Clade-12_X_sp.
asv10713	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	NA	NA
asv10714	Eukaryota	Stramenopiles	Ochrophyta	Bolidophyceae	Parmales	Parmales_env_2	Parmales_env_2_X	Parmales_env_2_X_sp.
asv10715	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_rostratus
asv10716	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	Chrysophyceae_Clade-C_X	Chrysophyceae_Clade-C_X_sp.
asv10717	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_G	Strombidiidae_G_X	Strombidiidae_G_X_sp.
asv10718	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-3	Dino-Group-I-Clade-3_X	Dino-Group-I-Clade-3_X_sp.
asv10719	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Cylindrotheca	Cylindrotheca_sp.
asv10720	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-1	Dino-Group-II-Clade-1_X	Dino-Group-II-Clade-1_X_sp.
asv10721	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-1	Dino-Group-II-Clade-1_X	Dino-Group-II-Clade-1_X_sp.
asv10722	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	NA
asv10723	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Labyrinthulales	Labyrinthulaceae	Aplanochytrium	Aplanochytrium_sp.
asv10724	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Bacillaria	Bacillaria_paxillifer
asv10725	Eukaryota	NA	NA	NA	NA	NA	NA	NA
asv10726	Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Chytridiomycetes_X	Chytridiomycetes_X_sp.
asv10727	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-1	Dino-Group-II-Clade-1_X	Dino-Group-II-Clade-1_X_sp.
asv10728	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
asv10729	Eukaryota	NA	NA	NA	NA	NA	NA	NA
asv10730	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-1	Dino-Group-II-Clade-1_X	Dino-Group-II-Clade-1_X_sp.
asv10731	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-2	Dino-Group-I-Clade-2_X	Dino-Group-I-Clade-2_X_sp.
asv10732	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
asv10733	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Triticum	Triticum_aestivum
asv10734	Eukaryota	Stramenopiles	Opalozoa	MAST-3	MAST-3D	MAST-3D_X	MAST-3D_XX	MAST-3D_XX_sp.
asv10735	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis_sp.
asv10736	Eukaryota	Hacrobia	Haptophyta	Haptophyta_Clade_HAP4	Haptophyta_Clade_HAP4_X	Haptophyta_Clade_HAP4_XX	Haptophyta_Clade_HAP4_XXX	Haptophyta_Clade_HAP4_XXX_sp.
asv10737	Eukaryota	Stramenopiles	Opalozoa	MAST-3	MAST-3I	MAST-3I_X	MAST-3I_XX	MAST-3I_XX_sp.
asv10738	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_gracilis
asv10739	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
asv10740	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_helveticum
asv10741	Eukaryota	Opisthokonta	Metazoa	Nematoda	Enoplea	Enoplea_X	Viscosia	Viscosia_sp.
asv10742	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-1	Dino-Group-I-Clade-1_X	Dino-Group-I-Clade-1_X_sp.
asv10743	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-3	Dino-Group-II-Clade-3_X	Dino-Group-II-Clade-3_X_sp.
asv10744	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Minidiscus	Minidiscus_trioculatus
asv10745	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-III	Dino-Group-III_X	Dino-Group-III_XX	Dino-Group-III_XX_sp.
asv10746	Eukaryota	Stramenopiles	Pseudofungi	MAST-1	MAST-1C	MAST-1C_X	MAST-1C_XX	MAST-1C_XX_sp.
asv10747	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	Thalassiosira_sp.
asv10748	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
asv10749	Eukaryota	NA	NA	NA	NA	NA	NA	NA
asv10750	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
asv10751	Eukaryota	Rhizaria	Cercozoa	Phaeodarea	Phaeocalpida	Porospathidae	Porospathis	Porospathis_holostoma
asv10752	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	NA	NA	NA
asv10753	Eukaryota	NA	NA	NA	NA	NA	NA	NA
asv10754	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Brassica	Brassica_rapa
asv10755	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Choanoflagellatea_X	Choanoflagellatea_X_Group_L	Choanoflagellatea_X_Group_L_X	Choanoflagellatea_X_Group_L_X_sp.
asv10756	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Entomoneis	NA
asv10757	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-I	Chrysophyceae_Clade-I_X	Chrysophyceae_Clade-I_X_sp.
asv10758	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA
asv10759	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-10-and-11	Dino-Group-II-Clade-10-and-11_X	Dino-Group-II-Clade-10-and-11_X_sp.
asv10760	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
asv10761	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	Thalassiosira_sp.
asv10762	Eukaryota	NA	NA	NA	NA	NA	NA	NA
asv10763	Eukaryota	NA	NA	NA	NA	NA	NA	NA
asv10764	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
asv10765	Eukaryota	NA	NA	NA	NA	NA	NA	NA
asv10766	Eukaryota	NA	NA	NA	NA	NA	NA	NA
asv10767	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-III	Dino-Group-III_X	Dino-Group-III_XX	Dino-Group-III_XX_sp.
asv10768	Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Phyllodoce	Phyllodoce_groenlandica
asv10769	Eukaryota	Alveolata	Ciliophora	Litostomatea	Haptoria_4	Didiniidae	Didiniidae_X	Didiniidae_X_sp.
asv10770	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-10-and-11	Dino-Group-II-Clade-10-and-11_X	Dino-Group-II-Clade-10-and-11_X_sp.
asv10771	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ebriida	TAGIRI1-lineage	TAGIRI1-lineage_X	TAGIRI1-lineage_X_sp.
asv10772	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
asv10773	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA
asv10774	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	NA	NA
asv10775	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Goniodomataceae	Alexandrium	Alexandrium_ostenfeldii
asv10776	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-III	Dino-Group-III_X	Dino-Group-III_XX	Dino-Group-III_XX_sp.
asv10777	Eukaryota	Rhizaria	Cercozoa	Phaeodarea	Phaeogromida	Challengeriidae	Challengeron	Challengeron_tizardi
asv10778	Eukaryota	Rhizaria	Cercozoa	Phaeodarea	Phaeogromida	Challengeriidae	Challengeron	Challengeron_tizardi
asv10779	Eukaryota	Rhizaria	Cercozoa	Phaeodarea	Phaeogromida	Challengeriidae	Challengeron	Challengeron_tizardi
asv10780	Eukaryota	Rhizaria	Cercozoa	Phaeodarea	Phaeogromida	Challengeriidae	Protocystis	NA
asv10781	Eukaryota	Rhizaria	Cercozoa	Phaeodarea	Phaeogromida	Challengeriidae	Challengeron	Challengeron_tizardi
asv10782	Eukaryota	Rhizaria	Cercozoa	Phaeodarea	Phaeogromida	Challengeriidae	Protocystis	Protocystis_vicina
asv10783	Eukaryota	Rhizaria	Cercozoa	Phaeodarea	Phaeogromida	Challengeriidae	Protocystis	NA
asv10784	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
asv10785	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
asv10786	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Pinus	Pinus_sp.
asv10787	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-14	Dino-Group-II-Clade-14_X	Dino-Group-II-Clade-14_X_sp.
asv10788	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-4	Dino-Group-II-Clade-4_X	Dino-Group-II-Clade-4_X_sp.
asv10789	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastigaceae-B	Dolichomastigaceae-B_sp.
asv10790	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Maxillopoda_X	Maxillopoda_X_sp.
asv10791	Eukaryota	Rhizaria	Radiolaria	Acantharea	Chaunacanthida	Chaunacanthida_X	Gigartacon	Gigartacon_fragilis
asv10792	Eukaryota	Opisthokonta	Metazoa	Mollusca	Bivalvia	Heteroconchia	Hiatella	Hiatella_arctica
asv10793	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
asv10794	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
asv10795	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Warnowiaceae	NA	NA
asv10796	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-III	Dino-Group-III_X	Dino-Group-III_XX	Dino-Group-III_XX_sp.
asv10797	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Naviculales	Naviculales_sp.
asv10798	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-III	Dino-Group-III_X	Dino-Group-III_XX	Dino-Group-III_XX_sp.
asv10799	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
asv10800	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
asv10801	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
asv10802	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	NA	NA	NA	NA
asv10803	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
asv10804	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Pinus	Pinus_taeda
asv10805	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium_sp.
asv10806	Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Chytridiomycetes_X	Chytridiomycetes_X_sp.
asv10807	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophyceae_Clade_E	Prymnesiophyceae_Clade_E_X	Prymnesiophyceae_Clade_E_XX	Prymnesiophyceae_Clade_E_XX_sp.
asv10808	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	NA
asv10809	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Bacillaria	Bacillaria_paxillifer
asv10810	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Melosira	Melosira_arctica
asv10811	Eukaryota	NA	NA	NA	NA	NA	NA	NA
asv10812	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_G	Strombidiidae_G_X	Strombidiidae_G_X_sp.
asv10813	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Leegaardiellidae_B	Leegaardiella	Leegaardiella_sp.
asv10814	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	NA	NA	NA
asv10815	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-5	Dino-Group-I-Clade-5_X	Dino-Group-I-Clade-5_X_sp.
asv10816	Eukaryota	Alveolata	Ciliophora	Nassophorea	Nassophorea_X	Discotrichidae	NASSO_1	NASSO_1_sp.
asv10817	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Pinus	Pinus_sp.
asv10818	Eukaryota	Archaeplastida	Chlorophyta	Pyramimonadales	Pyramimonadales_X	Pyramimonadales_XX	Pyramimonas	Pyramimonas_gelidicola
asv10819	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
asv10820	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-III	Dino-Group-III_X	Dino-Group-III_XX	Dino-Group-III_XX_sp.
asv10821	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-55	Dino-Group-II-Clade-55_X	Dino-Group-II-Clade-55_X_sp.
asv10822	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-1	Dino-Group-II-Clade-1_X	Dino-Group-II-Clade-1_X_sp.
asv10823	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
asv10824	Eukaryota	Stramenopiles	Opalozoa	MAST-3	MAST-3E	MAST-3E_X	MAST-3E_XX	MAST-3E_XX_sp.
asv10825	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
asv10826	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-3	Dino-Group-I-Clade-3_X	Dino-Group-I-Clade-3_X_sp.
asv10827	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
asv10828	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-5	Dino-Group-I-Clade-5_X	Dino-Group-I-Clade-5_X_sp.
asv10829	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Melosira	Melosira_arctica
asv10830	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-10-and-11	Dino-Group-II-Clade-10-and-11_X	Dino-Group-II-Clade-10-and-11_X_sp.
asv10831	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_heterogrammum
asv10832	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Labyrinthulales	Labyrinthulaceae	Labyrinthulaceae_X	Labyrinthulaceae_X_sp.
asv10833	Eukaryota	Rhizaria	Cercozoa	Phaeodarea	Phaeocalpida	Porospathidae	Porospathis	Porospathis_holostoma
asv10834	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	NA	NA	NA
asv10835	Eukaryota	Stramenopiles	Pseudofungi	MAST-1	MAST-1A	MAST-1A_X	MAST-1A_XX	MAST-1A_XX_sp.
asv10836	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Stephanoecidae_Group_H_X	Stephanoecidae_Group_H_X_sp.
asv10837	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Pinus	Pinus_taeda
